FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
Justice,Branch,13-Jul-19,,Production Technician I,David Brown,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,22-04-1976,MA,Foreman,Male,22165,Asian,Single,Exceeds,3,3702,24-02-2023,2,4,1,15-Feb-23,Leadership Development,External,Failed,East Erik,Jacob Fox,3,346.28
Addisyn,Guerrero,31-Aug-20,26-Jun-22,Production Technician I,Cory Lee,EW,Active,Part-Time,Zone A,Part-Time,Resignation,Tax herself interview maybe control.,Production       ,Engineers,15-02-1951,MA,Engineer,Female,87563,White,Widowed,Exceeds,4,3703,2/6/2023,5,5,5,27-Dec-22,Communication Skills,External,Completed,West Aprilfort,Andrea Jones,3,121.45
Addisyn,Aguilar,25-Jan-19,26-Oct-21,Production Technician I,April Stevens,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,Message firm social daughter third ready.,Production       ,Field Operations,5/2/1976,MA,Associate,Female,20993,Asian,Married,Exceeds,5,3704,7/7/2023,2,4,5,7-Oct-22,Technical Skills,External,Incomplete,Huynhfort,Michael Ramirez,2,669.3
Marcos,Gallagher,21-Nov-20,9-Apr-23,Production Technician I,Bridget Little,BPC,Active,Full-Time,Zone A,Part-Time,Involuntary,Any after despite suddenly decade.,Production       ,General - Sga,27-05-1967,MA,Vp,Female,88723,White,Single,Exceeds,3,3705,25-05-2023,3,1,4,17-Apr-23,Technical Skills,Internal,Completed,West Wendy,Christina Bautista,5,983.59
Mareli,Parker,23-Sep-19,,Production Technician I,Lisa Hamilton,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,8/11/1974,MA,Laborer,Male,59933,White,Divorced,Exceeds,3,3706,17-07-2023,2,1,4,7-Jun-23,Customer Service,Internal,Completed,East Virginiaton,Emily Baker,1,304.9
Joshua,Mitchell,11-Dec-22,,Production Technician I,Kenneth Keller,TNS,Active,Contract,Zone B,Temporary,Unk,,Production       ,Engineers,1/12/1995,MA,Manager,Male,81280,Asian,Divorced,Exceeds,3,3707,24-03-2023,3,2,4,24-Dec-22,Leadership Development,External,Passed,North Benjaminhaven,Michelle Lopez,3,778.72
Case,Gaines,21-Aug-20,20-Sep-22,Production Technician I,Morgan Smith,SVG,Active,Full-Time,Zone C,Part-Time,Resignation,Finally feeling often some.,Production       ,Fielders,19-02-1974,MA,Engineer,Male,13899,Black,Married,Exceeds,4,3708,21-08-2022,5,5,2,3-Jan-23,Customer Service,External,Passed,Youngbury,Jared Mcclain,4,136.15
Jacey,Reyes,4-Feb-19,17-Apr-23,Production Technician I,Donald Powell,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Provide late phone school score sound growth.,Production       ,Splicing,18-09-1969,MA,Splicer,Male,44907,Black,Divorced,Exceeds,5,3709,8/5/2023,3,5,3,7-Apr-23,Leadership Development,Internal,Incomplete,Lake Lisastad,Susan Fitzgerald,4,339.84
Dean,Middleton,29-Oct-21,,Production Technician I,Rebecca Henderson,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,16-10-1960,MA,Foreman,Female,64630,Hispanic,Single,Exceeds,1,3710,28-02-2023,5,5,3,2-Jun-23,Leadership Development,External,Completed,Martinezborough,John Anderson,1,791.78
Marlene,Bates,17-Jul-21,,Production Technician I,David Bowman,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,3/1/1981,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1,3711,14-12-2022,4,3,3,19-Oct-22,Leadership Development,External,Incomplete,Lake Robert,Shawn Newman,5,853.26
Kyra,Ray,28-Apr-19,1-Sep-22,Production Technician I,Christopher Robertson,MSC,Future Start,Part-Time,Zone C,Temporary,Retirement,Year color woman become year scene very.,Production       ,Field Operations,3/4/1956,MA,Technician,Male,33658,Asian,Married,Needs Improvement,5,3712,25-01-2023,2,3,1,31-Oct-22,Project Management,Internal,Incomplete,New Christopherchester,Michele Harding,4,214.12
Melanie,Kennedy,21-Jul-20,,Production Technician I,Michelle Miller,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,10/4/1985,MA,Administrator,Male,87025,Hispanic,Widowed,Fully Meets,3,3713,30-10-2022,3,4,1,17-May-23,Customer Service,External,Incomplete,Lake Danielview,Terry Short,5,235.82
Aleena,Mercer,19-Jan-20,,Production Technician I,Kyle Turner,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-04-1965,MA,Laborer,Male,93985,White,Married,Fully Meets,4,3714,21-07-2023,3,5,2,18-May-23,Leadership Development,Internal,Passed,Lauraside,Jonathan Williams,5,448.57
Jake,White,12-Sep-21,,Production Technician I,Dawn Mendoza,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Project Management - Con,5/3/1976,MA,Coordinator,Male,27233,Black,Widowed,Fully Meets,4,3715,20-05-2023,1,1,4,11-Jan-23,Leadership Development,External,Incomplete,Thomasstad,David Garza,3,572.56
Chaim,Chase,31-Jul-22,18-Feb-23,Production Technician II,David Goodman,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Walk call activity onto seven about.,Production       ,General - Con,27-06-1993,MA,Laborer,Female,5569,Black,Married,Fully Meets,1,3716,19-11-2022,5,3,3,7-Mar-23,Project Management,Internal,Incomplete,East Michellemouth,Christopher Carroll,4,959.78
Keshawn,Le,18-May-23,,Production Technician II,Samuel Turner,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,7/11/1992,MA,Specialist,Female,21090,Asian,Married,Fully Meets,2,3717,1/1/2023,4,1,3,22-Aug-22,Communication Skills,External,Passed,South Cassandra,Jessica Cortez,3,363.02
Dalton,Frazier,25-May-21,22-Oct-21,Production Technician II,Claudia White,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Save east phone arrive floor maybe.,Production       ,Field Operations,15-09-1946,MA,Driver,Female,52357,Other,Married,Fully Meets,4,3718,5/10/2022,1,1,3,2-May-23,Communication Skills,Internal,Completed,Washingtonshire,Tracy Valenzuela,2,325.7
Cannon,Hester,22-Jul-22,,Production Technician II,David Ward,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Underground,8/7/1947,MA,Laborer,Female,47989,Hispanic,Divorced,Fully Meets,3,3719,27-11-2022,1,2,1,8-Oct-22,Project Management,Internal,Incomplete,West Rachaelborough,Brittany Clark,3,727.75
Crystal,Brandt,23-May-19,12-Sep-20,Production Technician II,Andrew Schneider,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,Young risk quality natural foreign claim.,Production       ,Field Operations,18-12-1958,MA,Laborer,Female,31486,White,Single,Fully Meets,3,3720,15-05-2023,2,1,5,23-Sep-22,Project Management,Internal,Passed,Danielland,Danny Baker,2,845.21
Johnny,Goodman,12-Feb-20,7-Apr-20,Production Technician I,Loretta Gonzalez,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Recent agent choose dark hard eye.,Production       ,Fielders,24-03-1960,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2,3721,7/2/2023,5,4,5,22-Dec-22,Technical Skills,External,Incomplete,Maryborough,Dr. Dana Wells,4,327.82
Nehemiah,Hancock,16-Feb-20,9-Jan-22,Production Technician I,Alice Key,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Fast glass machine compare after check.,Production       ,Field Operations,31-08-1947,MA,Laborer,Male,80316,White,Married,Fully Meets,2,3722,1/6/2023,1,5,5,15-Jan-23,Communication Skills,Internal,Passed,Johnsonshire,Eric Contreras,1,512.55
Elliana,Villanueva,29-Apr-22,16-Jul-22,Production Technician I,Ryan Downs,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Everyone chair white situation result.,Production       ,Wireline Construction,30-08-1972,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3,3723,18-06-2023,2,1,4,6-Sep-22,Communication Skills,Internal,Completed,Hesterville,Isabel Little,1,457.17
Essence,Schwartz,10-Oct-19,30-Oct-21,Production Technician I,Alyssa Johnson,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Board star job song. Hundred believe heavy.,Production       ,Field Operations,25-11-1969,MA,Laborer,Male,30194,Asian,Divorced,Fully Meets,4,3724,4/2/2023,1,2,5,28-Jun-23,Communication Skills,Internal,Incomplete,Port Christianmouth,Tiffany Perez,4,573.33
Ryker,Cox,7-Apr-19,9-Jul-23,Production Technician I,Stephanie Patterson,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Child write help growth home.,Production       ,Aerial,21-08-1955,MA,Lineman,Male,36808,Asian,Widowed,Fully Meets,1,3725,17-05-2023,4,3,3,23-May-23,Customer Service,External,Failed,Garcialand,Carrie Stanton,3,135.18
Averi,Stevenson,13-Jul-20,18-Sep-21,Production Technician I,Sandra Richardson,EW,Active,Contract,Zone A,Full-Time,Voluntary,Great like sea behind stock drop debate such.,Production       ,General - Con,25-07-1995,MA,Lineman,Female,36688,Other,Married,Fully Meets,4,3726,1/10/2022,1,4,1,13-Jan-23,Communication Skills,External,Failed,Paulstad,Paul Johnson,3,911.12
Katherine,Russo,26-Aug-21,,Production Technician I,Courtney Garcia,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,15-01-1945,MA,Supervisor,Female,37883,Other,Divorced,Fully Meets,3,3727,11/10/2022,1,2,5,2-May-23,Project Management,Internal,Incomplete,Jacobsshire,Andrew Hansen,5,693.8
Aydan,Robbins,23-Dec-21,,Production Technician I,Tamara Grant,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Splicing,7/2/1967,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5,3728,18-04-2023,5,1,2,10-Jul-23,Customer Service,Internal,Completed,New Codyview,Erin Keller DVM,5,419.79
Heaven,Walls,8-Dec-22,4-Jul-23,Production Technician I,Natasha Spears,BPC,Active,Contract,Zone B,Part-Time,Voluntary,Until reason late off training situation.,Production       ,Wireline Construction,1/1/1943,MA,Supervisor,Male,69873,Other,Divorced,Fully Meets,3,3729,19-03-2023,4,5,3,12-Dec-22,Customer Service,External,Failed,Lake Riley,Jacob Roach,1,693.56
Bobby,Chung,18-Jan-22,,Production Technician I,Sharon Vincent,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Fielders,8/12/1965,MA,Engineer,Male,2548,Black,Widowed,Fully Meets,4,3730,20-02-2023,4,5,5,29-Aug-22,Leadership Development,External,Incomplete,Matthewburgh,Douglas Robinson,1,161.47
Maximus,Fields,28-Feb-20,14-Dec-22,Production Technician I,Kimberly Phelps,EW,Active,Part-Time,Zone B,Part-Time,Retirement,Along black change charge particular conference.,Production       ,Field Operations,4/7/1998,MA,Engineer,Male,73555,Hispanic,Single,Fully Meets,3,3731,11/4/2023,2,4,1,2-May-23,Project Management,External,Passed,Brookeport,Carolyn Sellers,5,773.63
Orion,Ochoa,31-May-20,,Production Technician I,Charles Hoover,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,3/7/1954,MA,Technician,Male,27650,Black,Widowed,Fully Meets,5,3732,12/12/2022,3,4,4,9-Dec-22,Technical Skills,Internal,Incomplete,Kylieland,Jason Lane,5,695.42
Halle,Boyd,20-Apr-20,23-Jul-22,Production Technician I,Deborah Stevens,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Half glass sport. Oil arm middle play lose such.,Production       ,Field Operations,15-10-1994,MA,Driver,Female,2035,Hispanic,Single,Fully Meets,3,3733,5/8/2023,1,3,5,4-Jun-23,Communication Skills,Internal,Incomplete,Phillipsside,Jared Martin,1,246.16
Lindsey,Rocha,7-Mar-19,,Production Technician I,Melissa Alvarez,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Technology / It,21-07-1964,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3,3734,31-07-2023,4,5,2,5-Mar-23,Communication Skills,Internal,Failed,Joseport,Lynn Fleming,2,702.69
Chace,Gray,29-May-19,,Production Technician I,Joel Nichols,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Wireless,11/7/1963,MA,Project Manager,Male,81455,White,Married,Fully Meets,1,3735,3/2/2023,4,4,4,25-Oct-22,Technical Skills,External,Failed,Port Leonard,Christopher Jackson,1,473.1
Carsen,Wheeler,18-Oct-20,22-Mar-23,Production Technician I,Kimberly Soto,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,Democrat home space past sense serious.,Production       ,Wireline Construction,2/7/1976,MA,Laborer,Male,95345,Other,Married,Fully Meets,2,3736,14-09-2022,3,1,3,25-Oct-22,Project Management,Internal,Incomplete,Lake Cathyshire,Brandy Drake,2,119.82
Arielle,Escobar,19-Nov-18,,Production Technician I,John Hill,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,People Services,11/12/1946,MA,Director,Male,67176,Hispanic,Divorced,Fully Meets,5,3737,9/9/2022,2,5,1,17-Nov-22,Customer Service,External,Failed,Hickmanbury,James Green DVM,1,157.8
Kaitlynn,Blair,15-Apr-22,9-Jan-23,Production Technician II,Steven Carter,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Partner perhaps they rock.,Production       ,General - Con,3/9/2000,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3,3738,19-09-2022,3,3,5,1-Sep-22,Technical Skills,Internal,Completed,Mathewburgh,Steven Sharp,3,791.98
Amir,Melendez,24-Aug-18,22-Mar-21,Production Technician II,Rachel Pham,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Themselves specific seem want seek hospital.,Production       ,Field Operations,9/3/1951,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3,3739,23-05-2023,1,3,4,19-Aug-22,Customer Service,External,Incomplete,North Stephen,Sierra Oneill,5,752.97
Monique,Buckley,15-Oct-22,17-Feb-23,Production Technician II,Christopher Cunningham,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Voluntary,Final like human late job.,Production       ,People Services,24-05-2001,MA,Intern,Female,12265,Other,Single,Fully Meets,4,3740,23-06-2023,2,2,4,11-Sep-22,Leadership Development,External,Completed,Kyleland,Johnny Walls,5,916.21
Clark,Blanchard,27-Feb-23,28-Mar-23,Production Technician II,Brittany Marshall,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Board industry once tough investment age.,Production       ,Field Operations,14-09-1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1,3741,1/9/2022,2,5,4,5-Oct-22,Project Management,External,Completed,New Daniel,Renee Williams,2,751.04
Gabriel,Pearson,22-Sep-21,15-May-23,Production Technician II,Ryan Anderson,PYZ,Active,Contract,Zone A,Temporary,Resignation,Wait small thing staff.,Production       ,Field Operations,12/9/1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2,3742,7/1/2023,2,1,1,22-Apr-23,Communication Skills,Internal,Passed,West Randyland,Troy Willis,3,620.63
Mercedes,Cook,30-May-20,,Production Technician I,Stephanie Valdez,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Con,13-09-1950,MA,Locator,Male,13394,Black,Married,Fully Meets,2,3743,11/8/2022,2,1,3,17-Nov-22,Leadership Development,Internal,Passed,Smithview,James Riley,3,439.3
Skyler,Blankenship,11-Sep-20,,Production Technician I,Christopher Garcia,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,22-12-1964,MA,Lineman,Female,50967,Asian,Widowed,Fully Meets,5,3744,5/9/2022,4,3,2,23-May-23,Communication Skills,Internal,Completed,Beverlyshire,Hannah Trevino,1,716.39
Jordan,Davis,31-May-19,6-Oct-20,Production Technician I,Sarah Cross,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,So give cause soldier.,Production       ,General - Con,20-07-1978,MA,Technician,Male,8286,Asian,Single,Fully Meets,4,3745,13-01-2023,5,4,4,11-Oct-22,Technical Skills,External,Failed,Lake Williammouth,Kenneth Mcneil,5,300.33
Bridget,Wu,13-Jul-20,,Production Technician I,Judy Lambert,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),21-08-1969,MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3,3746,6/11/2022,2,1,5,22-Feb-23,Project Management,Internal,Passed,New Curtis,Kara Kemp,3,337.15
Gabriel,Kirk,9-Sep-21,10-Feb-23,Production Technician I,Chelsea Bright,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Soon glass reveal Republican could.,Production       ,Technology / It,17-02-1944,MA,Technician,Male,56563,Black,Widowed,Fully Meets,2,3747,26-04-2023,2,5,5,18-Oct-22,Leadership Development,External,Failed,Lake Andrewport,Bruce Sanford,5,725.6
Aron,Ali,6-Apr-19,,Production Technician I,Shawn Mckay,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,20-08-1969,MA,Laborer,Male,96739,Other,Married,Fully Meets,1,3748,18-11-2022,4,1,3,23-Dec-22,Customer Service,Internal,Failed,West Frank,Jason Chan,5,588.88
Kayden,Soto,16-Feb-21,,Production Technician I,Samantha Pugh,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Project Management - Eng,2/5/1985,MA,Planner,Female,27488,Other,Married,Fully Meets,4,3749,1/4/2023,1,3,3,28-Sep-22,Technical Skills,External,Passed,Ryanburgh,Rebekah Campbell,4,742.98
Micaela,Conner,17-Feb-20,,Production Technician I,Sheryl Curtis,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,16-02-1955,MA,Engineer,Male,49299,Black,Single,Fully Meets,1,3750,7/12/2022,4,1,5,27-Sep-22,Project Management,External,Passed,Andrewport,Paul Williams,5,283.05
Arthur,Mitchell,15-Oct-21,,Production Technician I,Eric Knight,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,24-12-1972,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3,3751,5/4/2023,1,1,4,10-Nov-22,Customer Service,Internal,Incomplete,Teresabury,Brittney Miller,4,511.13
Deven,Morse,6-Jul-22,,Production Technician I,Morgan Ross,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,12/10/1954,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2,3752,4/8/2023,3,1,5,31-May-23,Communication Skills,Internal,Completed,West Haleyfort,Joseph Chambers,1,158.86
George,Villegas,5-Mar-19,10-Dec-20,Production Technician I,Laura Mcpherson,WBL,Active,Part-Time,Zone B,Part-Time,Involuntary,Truth resource more week hope generation.,Production       ,Project Management - Eng,29-09-1959,MA,Planner,Male,37926,White,Single,Fully Meets,4,3753,23-02-2023,1,3,2,19-Sep-22,Project Management,External,Failed,South Michaelland,Jennifer Hunter,1,741.95
Arielle,Potts,2-Jun-20,25-Jan-22,Production Technician I,Sarah Morgan,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,Stage necessary although they.,Production       ,Project Management - Con,31-05-1978,MA,Engineer,Male,76770,Black,Married,Fully Meets,1,3754,23-04-2023,3,3,5,8-Mar-23,Technical Skills,External,Incomplete,West Carolynbury,Jeffrey Gonzales,4,132.52
Maxwell,Howell,26-Nov-20,17-Feb-23,Production Technician I,Emily Church,PL,Future Start,Full-Time,Zone C,Full-Time,Resignation,Scientist heart others employee church century.,Production       ,Executive,21-04-2001,MA,Manager,Female,72484,Black,Married,Fully Meets,4,3755,11/7/2023,5,4,2,27-Jun-23,Customer Service,Internal,Completed,Lake Lindaland,Tricia Flowers,1,736.19
Junior,Bridges,24-May-21,,Production Technician I,Melissa Hernandez,BPC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,1/6/1944,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3,3756,23-11-2022,1,5,3,27-Mar-23,Technical Skills,External,Failed,South Hollyton,Jimmy Roach,4,521.51
Salvatore,Noble,17-Oct-22,26-Mar-23,Production Technician I,Debra Yang,CCDR,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Marriage sound myself others well morning wrong.,Production       ,Aerial,28-10-1993,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2,3757,24-07-2023,4,4,5,21-Oct-22,Technical Skills,Internal,Incomplete,Port Scott,Valerie Villegas,2,132.09
Heath,Hodges,16-Nov-22,24-Jun-23,Production Technician I,Alejandro Palmer,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Lawyer miss meet across agent.,Production       ,Engineers,20-12-1946,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3,3758,4/10/2022,2,1,1,16-Jan-23,Leadership Development,Internal,Failed,Jenniferfurt,Matthew Rios,4,917.17
Gabriella,Warner,1-May-22,25-Sep-22,Production Technician I,Emily Pugh,EW,Active,Contract,Zone B,Full-Time,Retirement,Authority different including gun production.,Production       ,Yard (Material Handling),21-10-1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1,3759,28-11-2022,3,4,1,11-Aug-22,Project Management,Internal,Completed,Garyshire,Justin Carter,2,790.71
